m_code,m_name,m_unit
09011254,AS-22886 Twist Drill Tiger 2.0,ชิ้น
09011255,AS-22886 Twist Drill Tiger 2.0 SHORT,ชิ้น
09011251,Dernineralized Cortical Power 0.5 cc.,ขวด
09011252,Mineralized Cortical Power 0.5 cc.,ขวด
090399209,ท่อช่วยหายใจ Tracheal tube size 5.5,ชิ้น
090399208,ท่อช่วยหายใจ tracheal tube size 5,ชิ้น
09011253,Colla Guide 15 mm.x30 mm.x0.3 mm.,กล่อง
09001086,Fuji II LC Capsule,ชุด
09011248,DMEN,ขวด
09011249,Dead cell apoptosis:Annexin V FITC,ชุด
09011250,IIVG-20012-027 phosphate buffer saline,ขวด
09011256,IP1 TIP,ชิ้น
09011257,IP2L TIP,ชิ้น
09011258,IP2L TIP,ชิ้น
09011259,IP3L TIP,ชิ้น
09011260,IP3R TIP,ชิ้น
09005138,แปรงสีฟันคอลเกตสลิมซอฟท์ ขนแปรงนุ่มพิเศษ(หัวแปรงเล็ก),อัน
09005139,แปรงสีฟันเด็กคอลเกต 3-5 ปี,อัน
09005140,แปรงสีฟันเด็กเดอลุกซ์ (5-9 ปี),อัน
09006415,น้ำมัน Main Tenance oil,แกลลอน
09010115,Scaling tip P5,ตัว
09014557,Carbide round long shank bur .021 (Latch),กล่อง
09012089,"Right upper ""E"" molar EUR7",ตัว
09006416,ถาดหลุมสำหรับใส่ etching bonding,แพค/ห่อ
09004164,Mist Filter,กล่อง
09014677,Band toffirmire รหัส 101(HA-40X 101),ถุง
09014678,Band toffirmire รหัส 102(HA-40X 102),ถุง
09014679,Refill Astropol F(gray) Small flame,ถุง
09014680,Refill Astropol F(gray) Large flame,ถุง
09014681,Refill Astropol P(green) Small flame,ถุง
09014682,Refill Astropol P(green) Large flame,ถุง
09014683,Refill Astropol HP(pink) Small flame,ถุง
09014684,Refill Astropol HP(pink) Large flame,ถุง
09002433,Protrper next XA,กล่อง
09012205,SSC ANT.Central UL2,ตัว
09012206,SSC ANT.Central UL3,ตัว
09012207,SSC ANT Lateral UR4,ตัว
09012208,SSC ANT Cuspid #U1,ตัว
09001220,Composite dentin สี A1,หลอด
09001221,Composite dentin สี A2,หลอด
09001222,Composite dentin สี A3,หลอด
09001223,Composite dentin สี A4,หลอด
09001224,Composite dentin สี B3,หลอด
09001225,Composite enamel สี A1,หลอด
09001226,Composite enamel สี A2,หลอด
09001227,Composite enamel สี A3,หลอด
09001228,Composite enamel สี D2,หลอด
09001229,Composite enamel สี B1,หลอด
09001230,Composite enamel สี B2,หลอด
09016099,สติ๊กเกอร์ติดเครื่องมือทางการแพทย์,ม้วน
09016100,Oscilating saw blade,อัน
09016101,Oscilating saw blade medium,อัน
09016098,Reciprocatin sab blade,ชิ้น
09013528,Light Cure Adhesive Pad Lock,ชุด
09013529,Bonding : ASSURE Plus,ขวด
09013530,"Super Elastic Niti Archwire 0.012 inch, Natural Mid-size-preformed",แพค/ห่อ
09013531,"Super Elastic Niti Archwire 0.012 inch, Natural Upper-size-preformed",แพค/ห่อ
09013532,"Stainless Steel Archwire 0.012 inch, Natural Upper-size-preformed",แพค/ห่อ
09013533,"Stainless Steel Archwire 0.012 inch, Natural Mid-size-preformed",แพค/ห่อ
09013534,"Stainless Steel Archwire 0.016*0.016 inch, Natural Upper-size-preformed",แพค/ห่อ
09013535,"Stainless Steel Archwire 0.016*0.016 inch, Natural Mid-size-preformed",แพค/ห่อ
09008287,Panaiv Refille F20 แบบน้ำ,ชุด
09002431,Gutta Percha Pellet ชนิด soft,กล่อง
09002432,Needle of super Endo-B,แผง
09003123,ViscoStal 20% Ferric sulfate : Sate of the Art ของน้ำยาห้ามเลือดทำให้เลือดตกตะกอนทันทีและเส้นเลือดฝอยหดตัวในเวลาเสี้ยววินาที,หลอด
09001231,Kolor plus สี Lavender,ขวด
09013524,Sectional screw Mini,ตัว
09015351,Agar สำหรับ Duplicate cast 54351,ถัง
09015352,Agar สำหรับ Duplicate cast 54352,ถัง
09015353,Ring กระเบื้อง สำหรับทำงานเหวี่ยงเตาเผาพอสซิเลน,อัน
09009350,Coated Vicryl 4/0 พร้อมเข็ม ความยาว 45 cm.,กล่อง
09011261,Autobone Collector ยาว 14 mm.,ตัว
09011262,Autobone Collector ยาว 17 mm.,ตัว
09011263,Autobone Collector Stopper ยาว 14 mm.,ตัว
09011264,Autobone Collector Stopper ยาว 17 mm.,ตัว
09016111,น้ำยาล้างท่อ suction,แกลลอน
09002419,Protaper Next assorfed pack (x1-x3) 21 mm.,กล่อง
09002420,Protaper Next assorfed pack (x1-x3) 25 mm.,กล่อง
09001233,Super Bond C,ชุด
09013537,น้ำยาทำความสะอาดถาดพิมพ์ปาก,แกลลอน
09004169,Propan-2-OL,ขวด
09004168,Countess Test Beads,ชุด
09004167,10% Neutral buffered formalin 20L,ขวด
09015349,Filter paper No.1 dia 18.5 cm.,กล่อง
09014694,หัวกรอ Stone แดง HP,ตัว
09014695,Carbide round bur HP,ตัว
09008303,E-max ceram dentine 20g A3,อัน
09008304,E-max ceram transpa incisal 20g TI2,อัน
09008305,E-max ceram transpa 20g clear,อัน
09008306,E-max ceram transpa 20g neutral,อัน
09008307,E-max ceram shade 3g2,อัน
09008308,E-max ceram glaze paste3g,อัน
09008309,IPS Emax ceram GL-Stain liquid allround,อัน
09008310,IPS Buildi-Up Liquid 60ml solf,อัน
09008291,Classic V Opaquer,อัน
09008292,Classic V dentine 100g B3,อัน
09008293,Classic V Incisal 100g B3,อัน
09008294,Classic V transparent clear 100g,อัน
09008295,Classic V transparent neutral 100g,อัน
09008296,Classic glazing paste 3g,อัน
09008297,Classic add-on power 20g,อัน
09008298,Classic glazing/staining liquid 15 ml,อัน
09008299,Classic build-up liquid 250 ml,อัน
09008300,IPS model sealer 50 ml,อัน
09008301,IPS Ceramic sep LIQ W.Brush 15 ml,อัน
09008302,IPS shade V 3g B2/B3/B4,อัน
09014691,Pumice สำหรับขัดตาเทียม,ถัง
09001234,Polodent V3 refill เฉพาะ Ring,อัน
09003290,Furosemide 40 mg inj,หลอด
098806011010,Regular Insulin injection 10 ml,ไวแอล
090395012,Bowie-dick test Pack,แพ็ค
090395013,NEO Bowie-dick test Pack,แพ็ค
09015350,กระดาษสำหรับผสมวัสดุ ขนาดใหญ่,ถุง
090404156,Clindamycin injection 150 mg,กล่อง
09006413,Root Tip Pick สองด้าน,ตัว
090101461,น้ำยาทำความสะอาดชนิดขจัดคราบสนิมเหล็กและล้างด่าง,ถัง
09002434,File : Niti 21 mm. No.30,กล่อง
09002435,File : Niti 21 mm. No.35,กล่อง
09002436,File : Niti 21 mm. No.40,กล่อง
09002437,File : Niti 25 mm. No.20,กล่อง
09002438,File : Niti 25 mm. No.25,กล่อง
09002439,File : Niti 25 mm. No.30,กล่อง
09002440,File : Niti 25 mm. No.35,กล่อง
09002441,File : Niti 25 mm. No.40,กล่อง
09002427,Rely XTM Luting Plus Cement,ชุด
09002428,Ketac TM Universal Aplicap TM Glass Ionomer Restroative,กล่อง
09002429,G-aenial Universal Flo,ชุด
09002430,G-aenial Primer,ชุด
09008288,Wax pattle สี Ivory ชนิดก้อน,ก้อน
09008289,Wax pattle สี เทา ชนิดก้อน,ก้อน
09008290,Wax pattle สี น้ำเงิน ชนิดก้อน,ก้อน
09008285,crylic resin for temporary crown (Unifast 3 ส่วนน้ำ),ขวด
09008286,Acrylic resin for termporary crown (Unifast 3),ชุด
09008311,Acrylic listh cure สีชมพู,กล่อง
09008312,Acrylic light cure สีขาว ทำ Special tray,กล่อง
09003291,Litholyme,ถุง
09005143,"ซองบรรจุภัณฑ์ Tyvek ขนาด 2""",ม้วน
09005144,"ซองบรรจุภัณฑ์ Tyvek ขนาด 3""",ม้วน
09005145,"ซองบรรจุภัณฑ์ Tyvek ขนาด 4""",ม้วน
09005146,"ซองบรรจุภัณฑ์ Tyvek ขนาด 6""",ม้วน
09005147,"ซองบรรจุภัณฑ์ Tyvek ขนาด 8""",ม้วน
09013538,Elastic Thread ขนาด .030 นิ้ว ยาว 25 นิ้ว,ม้วน
09013122,bondable lingual cleat,ตัว
09015356,Rnalater,ชิ้น
09001235,Composite sonic fille สี A1,กล่อง
09001236,Composite sonic fille สี A2,กล่อง
09001237,Composite sonic fille สี A3,กล่อง
09015355,Anaeropack-Anaero 2.5L,แพค/ห่อ
09001232,Composite resin LC สี A6,หลอด
09008313,PMMA Temp Liquid,ขวด
09015354,ชุดแผ่นกรองอากาศสำหรับระบบดูดไอพิษสารเคมี,ชุด
09001238,Bulk filee flow able composite-SDR Refill,ชุด
09001239,Composite resin ceram.x.sphere tec one syringe intro kit,ชุด
09013541,Monomer Ortho clear,ขวด
09006417,Oral tip Amcoflex Premium Type 3 light body,ถุง
09002446,TF Adaptive 21 mm.,กล่อง
09004194,Ethilon 6-0 (11 mm) ยาว 45 cm.,กล่อง
09014689,Everex,ชุด
09014693,หัวขัด Ceramist,ชุด
09008314,Acrytic ชนิดต้มด่วน,ชุด
09013542,Cap removal plier,อัน
09016113,ปลายทิป Buchanan Plugger 0.8 Taper,ตัว
09016114,ปลายทิป Buchanan Plugger 1.0 Taper,ตัว
09014697,Dia-Finish L,ชุด
09002445,Panaivia V5,ชุด
098801030010,Omeprazole 40 mg injection,ไวแอล
09003292,Pentoxifyline mg,เม็ด
09003293,Acetylcysteine Solution 300 mg,หลอด
09014696,Diamond torpedo shape .021 FG,ตัว
09013522,Three Dimensional Screw 600-606-10,ตัว
09013523,Three Dimensional Screw 600-605-10,ตัว
09013526,"Expansion Screw,Mini 600-300-30",ตัว
09013527,"Expansion Screw,Mini 600-301-30",ตัว
09013525,Retraction Screw 600-600-30,ตัว
09015363,Prestoblue cell viability reagent 25 ml,ขวด
09015364,DMSO 500 ml.,ขวด
09015365,Fetal Bovine Serum 500 ml.,ขวด
09015366,D-PSB 500 ml.,ขวด
09015367,Antibiotic-Antimycotic 100 ml.,ขวด
09015368,Trypsin-EDTA 100 ml.,ขวด
09015369,Glutamzx I supplement 100 ml.,ขวด
09015357,PBS Tablets,ชิ้น
09015358,Fluid thiogl ycollate medium 500 g,ขวด
09015359,Blood Agar base infusion agar 500g,ขวด
09004172,น้ำยาฆ่าเชื้อ พ่นรอยพิมพ์,ชุด
09009351,NIBP cuff Adult ชนิดท่อเดี่ยวสำหรับผู้ใหญ่,อัน
09009352,NIBP Cuff Pedritric ชนิดท่อเดี่ยวสำหรับเด็กโต,อัน
09015361,"MEM/EBSS w/o L-Glutamine 1,000 ml.",ขวด
09015362,"LPS-PG,Standard 1 mg",แพค/ห่อ
09007065,Gutta percha protaper next no.x4 x5,กล่อง
09002442,Gutta percha protaper next no.x3,กล่อง
09002226,Barbed broach 21 mm. No.40,กล่อง
09008317,แบบหล่อเรซินชนิดใส,ชุด
09002451,แผ่นขัดอลูมิเนียมออกไซด์,กล่อง
09004191,"Rogosa SL agar 500 g, #248020,Difco",ขวด
09004192,"Mitis salivarius agar 500 g. # 229810,Difco",ขวด
09004193,"Petri dish PS Sterile 90x150 mm.,Bioscan",ขวด
09013547,IPR Thickness Gauge for Stripping,ชุด
09005148,กล่องทิ้งแข็ม,กล่อง
09005141,Eladtic bandage ผ้ายึดพันแผล ขนาด 4 นิ้ว,ม้วน
09004195,Cellulose Acetate Minisart Syringe Fliter 0.2u 25 mm.,กล่อง
09004196,"DW Pipetter Tip 200 ul YEL,",แพค
09004197,"DW Pipetter Tip 1000 ul GRAD EXT LENGTH,768/PKG",แพค
09004198,"24 Well TC Plate, FB,W/Lid,",แพค
09014699,Lindemann bone cutters FGXL 316,ตัว
09006423,Microcentrifuge tube 1.5 ml.,แพค
09006424,Flat plate w/Lid 96 well Corning,แพค
09003294,Nicardipine 10 mg injection,หลอด
09003295,Dopamine,หลอด
09003296,Regular Insulin injection 10 ml.,ไวแอม
09003297,Salbutamol Nebulizer,หลอด
09003298,Beradual Nebulizer,หลอด
09003299,Chlorpheniramine Injection 10 gm/ml.,แอมพลู
09003300,Hydrocrotisoce 100 mg Injection,ไวแอม
09003301,Norfloxacin 400 mg,เม็ด
09003302,Isosorbide Dinitrate 5 mg,เม็ด
09013554,Retractor PhotoMed (Double end),แพค
09013555,Oral Wider (Adult),แพค
09008315,ครอบฟันเด็กฟันหลัง,ชุด
09008316,ครอบฟันเด็กฟันหน้า,ชุด
09003303,Muporin ointment 2.0% w/w,หลอด
09012209,Stainless steel band : Maxllary NU41,ตัว
09012210,Stainless steel band : Maxllary NU41.5,ตัว
09012211,Stainless steel band : Maxllary NL41,ตัว
09009353,Coat vicryl 3/0 พร้อมเข็ม 19 mm.,กล่อง
09002452,Protaper Next 21 mm.,กล่อง
09002453,Protaper Next 25 mm.,กล่อง
09002454,Gutta percha matched-one No.30 (F3),กล่อง
09002455,Gutta percha matched-one No.25 (F2),กล่อง
09002456,File : Protaper rotary F4  21 mm.,กล่อง
09002457,File : Protaper rotary F4  25 mm.,กล่อง
09007066,Cryo Apron,ชุด
09003304,Epipen 0.3 mg injection,หลอด
09003305,Cavumox BID 228.5 mg/5 ml syrup,ขวด
09008318,light cure (Nexus 3) สี clear,หลอด
09008319,light cure (Nexus 3) สี white,หลอด
09008320,light cure (Nexus 3) สี bleach,หลอด
09008321,try in paste สี clear,หลอด
09008322,try in paste สี white,หลอด
09008323,try in paste สี bleach,หลอด
09006421,Tissue Forceps,อัน
09013543,Stainless steel wire 0.016 inch-upper,แพค
09013544,Stainless steel wire 0.016x0.016 mid size,แพค
09013545,Stainless steel wire 0.020 mid size,แพค
09013546,Stainless steel wire 0.016x0.016 inch upper,แพค
09015370,Stainless steel wire 0.016x0.022 inch mid size,แพค
09011237,Implant cement,กล่อง
09002459,Proglider,กล่อง
09002460,Protaper universal gold,กล่อง
09013536,Tie black plier,ตัว
09013548,Buccal Tube lfit (non-con) # 17,ตัว
09013549,Buccal Tube lfit (non-con) # 27,ตัว
09013550,Buccal Tube lfit (non-con) # 37,ตัว
09013551,Buccal Tube lfit (non-con) # 47,ตัว
09013552,Buccal Tube Slim (non-con) # 17,ตัว
09013553,Buccal Tube Slim (non-con) # 27,ตัว
09004170,George Bissregistrierung,ชุด
09004171,George Bissgable (Refill),ชุด
09014698,Diamond bur .014 FG รูปรักบี้,ตัว
09014560,Diamond bur .023 FG รูปรักบี้,ตัว
09015360,"Alizarin red S,Certified",ขวด
09014700,หัวกรอ Zirconai DCB1,ตัว
09014701,หัวกรอ Zirconai DCB3,ตัว
09014702,หัวกรอ Zirconai รูปวงล้อ 94013C,ตัว
09014703,หัวกรอ Zirconai รูปวงล้อ 94013F,ตัว
09014704,หัวกรอ Zirconai รูปเปลวไฟ 94018C,ตัว
09014705,หัวกรอ Zirconai รูปเปลวไฟ 94018F,ตัว
09014706,Carbide fissure long shank bur HP 364RE,ตัว
09012012,Left lateral crown LL3,ตัว
09012051,Prirnary cuspid stainelees crown : Maxillary CU4,ตัว
09001243,build-it FR mini-mix A3 syringe 4 ml.,หลอด
09001241,K-flex file 25 mm. No.8,กล่อง
09001242,K-flex file 25 mm. No.10,กล่อง
09006425,Painrose drain,กล่อง
09003306,Amlodipine 5 mg,เม็ด
09003307,Nifedipine 20 mg,เม็ด
09006430,Bruxzir Full Zirconia Crown,ชิ้น
09006429,Thumb (Dressing) Forceps 5.5 นิ้ว 14 cm.,ชิ้น
09006431,TS Link Abutment,ตัว
09006432,GS Fixture Lab Analog,ตัว
09006433,ด้ามมี SNR 0020 N16,อัน
09008324,Insert MMT 161R AG 60 VS735,อัน
09008325,แสตนเลสกรม 304 2x110 mm.,ท่อน
09008326,แสตนเลสกรม 304 4x55 mm.,อัน
09008327,แสตนเลสกรม 1 5/8x300 mm.,ท่อน
09008328,เอ็นมิล X-Power 8.0 มม.,ดอก
09015372,"24 Well TC Plate,FB,W/Lid",แพค
09015373,"TC dishes, 100x20 mm,steriled, 20/pkg",แพค
09015374,"Vial,2.0ml,F/S,internal threat,50/pkg",แพค
09015375,"Centrifuge tube 15m.,centristar cap, 50/rack",แพค
09015376,"Centrifuge tube 50ml,centristar cap, 25/rack",แพค
09011265,Probe satin steel,ชิ้น
09011266,Probe periodontal,ชิ้น
09011267,Arkansas stone,อัน
09011268,Cassette,อัน
09011269,Everedge gracey scaler,ตัว
09011270,Everedge mini five gracey,ตัว
09011271,หัวขูดแบบ sivel,อัน
09015371,"0.2ml., qPCR Tube,flat cap",แพค
09002461,File : Protaper rotary next 21 mm.,กล่อง
09002462,File : Protaper rotary next 25 mm.,กล่อง
09002458,K-file 31 mm. No.10,กล่อง
09003308,Clindamycin injection 300 mg/amp,ไวแอล
09003309,Nicardipine injection 2 mg,หลอด
09009354,Extension Tube Micro 500 mm,กล่อง
09009355,Extension Tube Micro 1200 mm,กล่อง
09009356,Extension Tube Micro 1800 mm,กล่อง
09009357,3 Way Stopcoki,กล่อง
09006437,Cell T dish 35x10 mm.,กล่อง
09006434,Titanium(IV)Oxide SIGMA 50 g,ขวด
09006435,Sabouraud dextrose agar 500 g,ขวด
09006436,Sabouraud dextrose broth 500 g,ขวด
09004190,EPOXY resin # 200,ชุด
09004175,Carbopol 940,แพค
09004176,Calcium chlorde 2H2O,ขวด
09004177,Potassium dihydrogen phosphate 500g,ขวด
09004178,Sodium dihydrogen phosphate 500g,ขวด
09004179,"Potassiun chloride AR, 1kg",ขวด
09004180,Sodium carboxymethylcellulose (CMC) 1 kg,แพค
09004181,Magnesium chloride 6H20O 500g,ขวด
09004182,di-Potassium hydrogen phosphate 500g,ขวด
09004183,Sodium benzoate 500g,ขวด
09004184,Laboratoty bottle 2L,ชิ้น
09004185,Magnetic bar 40x8 mm.,ชิ้น
09004186,Wash bottle 500 m.,ชิ้น
09004187,กระดาษเลเบล A7,แพค
09004189,Laboratory bottle 25 ml.,ชิ้น
09004188,Spatula No.1 ยาว 24 cm.,ชิ้น
09006426,"Forceps 6""",อัน
09006427,Blade handle No.4,อัน
09006428,แว่นตานิรภัยเลนส์ใส,อัน
09005151,Gauze sterile 4x4,ซอง
09001247,G-Cem Link Force Starter kit Translucent,ชุด
09005154,ชุดแปรงซอกฟัน,ชุด
09005153,สำลีก้านเล็ก,แพค
09005137,ยาสีฟันเซ็นแอนดรูว์,ชิ้น
099999070,SOLENOID OILSTOP VALVE,ตัว
09001244,Scotchbond universal etching gel,อัน
09001245,Filtex Z250 A3,หลอด
09001246,Adper single bond 2 refill,ขวด
09004200,ไส้กรองน้ำบริสุทธิ์ DI PAK FOR NP ANALYSIS,ชุด
09010118,แผ่นเยื่อเหนี่ยวนำ : (Ossguide 15x20 mm.),กล่อง
09004173,Zirconia InCoris TZI Mono,กล่อง
09004174,Centra Duo,กล่อง
09006420,NG Tube No.12,กล่อง
09013539,"Stainlees steel wire inch,upper-preformed 0.016x0.016",กล่อง
09013540,"Stainlees steel wire inch,lower-preformed 0.016x0.016",กล่อง
09001240,Composite G-aenial syring สี O2,หลอด
09013556,"Ni ti wire 0.016x0.022 inch, upper-reverse curve",กล่อง
09013557,"Ni ti wire 0.016x0.022 inch, lower-reverse curve",กล่อง
09004199,"Hexamethylenetetramine, 99%",ขวด
09003310,พลาสเตอร์ Fixomull stretch,กล่อง
09003311,พลาสเตอร์ Nex care,กล่อง
09001251,Composite Filtek Z350XT A3D,หลอด
09001252,Composite Filtek P60 A3,หลอด
09006442,เข็มฉีดยาชาสำหรับเครื่องฉีดยา,กล่อง
09008329,Acrylic resin (Heat cure) สี 3R,ขวด
09011272,Lance drill,ตัว
09011273,Taper Kit drill,ตัว
09004203,สเปรย์ทำความสะอาดหัวกรอ NSK,กระป๋อง
09013558,"Stainless steel swire 0.018 inch, Mid size-preformed",แพค
09013559,"Niti wire 0.016x0.022 inch,upper-preformed",แพค
09008330,Porcelain conditioner,ขวด
09013561,Tweed arch plier short Jaw,ตัว
09013562,Angle debonding plier,ตัว
09006443,สายท่อดูดน้ำลาย,เส้น
09014707,หัวขัดยางขัดอคริลิก (Acrylic polisher),ตัว
098804010021,Midazolam 5 mg/ml injection,กล่อง
09002469,Protaper Next assorfed x4 25 mm.,กล่อง
09015378,ข้อต่อที่ดูดน้ำลาย,ตัว
090396002,เสื้อกาวน์กันน้ำเต็มตัว,ลัง
090396003,เสื้อกาวน์กันน้ำ ชนิดครึ่งตัว,ลัง
09001253,Band sectionol matrix(pv3)3.5,กล่อง
09001254,Band sectionol matrix(pv3)4.5,กล่อง
09001255,Band sectionol matrix(pv3)5.5,กล่อง
09006447,แผ่นเจลประคบร้อน-เย็น สำหรับเด็ก,แผ่น
09006448,แผ่นเจลประคบร้อน-เย็น สำหรับผู้ใหญ่,แผ่น
09006449,กระโถนผู้ป่วยหญิง,อัน
09002468,Protaper Next x4 21 mm.,กล่อง
09002470,Gutta percha protaper next no. X2,กล่อง
09008333,Pattern resin,ชุด
09006451,Adson forceps มีเขี๊ยว,ตัว
09014708,หัวขัด Diamond polisher for ceramics no.94012c.104.110,ตัว
09014709,หัวขัด Diamond polisher for ceramics no.94012f.104.110,ตัว
09014710,หัวขัด Diamond polisher for ceramics no.94018c.104.110,ตัว
09014711,หัวขัด Diamond polisher for ceramics no.94018f.104.110,ตัว
09014712,หัวขัด Diamond polisher for ceramics no.DCB1.104.025,ตัว
09014713,หัวขัด Diamond polisher for ceramics no.DCB3.104.040,ตัว
09008331,Gingival Hemostatic Retraction Paste,ชุด
09014716,Icon-Microabrasion kit,กล่อง
09006444,น้ำยาเช็คกระจกส่องปาก (mouth mirror),ขวด
09010119,Seldin Periosteal Retractor,ตัว
09002471,K3 File ความยาย 2% 25 mm. Taper 02/TIP20,กล่อง
09002472,K3 File ความยาย 2% 25 mm. Taper 02/TIP25,กล่อง
09002473,K3 File ความยาย 2% 25 mm. Taper 02/TIP30,กล่อง
09002474,K3 File ความยาย 2% 25 mm. Taper 02/TIP35,กล่อง
09008332,Natural Die Material Shade guide,แผง
09006446,ที่ดูดจ่ายสารละลายอัตโนมัติ Pipette Aid,ชุด
09004204,ชุดตรวจสอบการทำงานของฝักบัวและอ่างล้างตาฉุกเฉิน,ชุด
09003313,Tegretol CR 200 mg,กล่อง
090220041,ตัวทดสอบการล้างอุปกรณ์ประเภทยาว TOSI-Lum Chack,กล่อง
090399538,ชุดทดสอบประสิทธิภาพคลื่นอัลตราโซนิค,กล่อง
09014661,แปรงปัดสนิมขนไนลอน,ด้าม
09014664,แปรงขนยาวสำหรับล้างท่อ FX-060,ด้าม
09001256,Compoiste carver,ตัว
09013560,Ni Ti Torquing Spring .016x.022,ตัว
09013564,Intraoral elastic band 1/8 6.5 oz,กล่อง
09002475,File : Edge Taper Platinum assort 21 mm.,กล่อง
09002476,File : Edge Taper Platinum assort 25 mm.,กล่อง
09002477,File : Edge Taper Platinum SX  19 mm.,กล่อง
09002478,File : Edge Sequel Sapphire No.15 ผาย 0.04  21 mm.,กล่อง
09002479,File : Edge Sequel Sapphire No.15 ผาย 0.04  25 mm.,กล่อง
09002482,File : Edge Sequel Sapphire No.20 ผาย 0.04  21 mm.,กล่อง
09002483,File : Edge Sequel Sapphire No.20 ผาย 0.04  25 mm.,กล่อง
09002486,File : Edge Sequel Sapphire No.25 ผาย 0.04  21 mm.,กล่อง
09002487,File : Edge Sequel Sapphire No.25 ผาย 0.04  25 mm.,กล่อง
09002490,File : Edge Sequel Sapphire No.30 ผาย 0.04  21 mm.,กล่อง
09002495,File : Edge Sequel Sapphire No.30 ผาย 0.04  25 mm.,กล่อง
09002491,File : Edge Sequel Sapphire No.35 ผาย 0.04  21 mm.,กล่อง
09002492,File : Edge Sequel Sapphire No.35 ผาย 0.04  25 mm.,กล่อง
09002493,File : Edge Sequel Sapphire No.40 ผาย 0.04  21 mm.,กล่อง
09002494,File : Edge Sequel Sapphire No.40 ผาย 0.04  25 mm.,กล่อง
09006454,Syringe (Disposable) 1 ml.,กล่อง
09005155,Examination glove without tale (vinyl) สีฟ้า M,กล่อง
09015027,Double side adhesive carbon tape 8 mm.(W)x20(L),ม้วน
09001257,Composite resin light cure SDR,ซอง
09002092,Gutta percha cone # 25,กล่อง
09002093,Gutta percha cone # 30,กล่อง
09002095,Gutta percha cone # 40,กล่อง
09009361,Mersik 3/0 พร้อมเข็ม 19 mm.,กล่อง
09014714,Diamon Discs single sided (bottom),ตัว
09014715,Diamon Discs Double sided,ตัว
09013563,Convertibe cap removing plier,ตัว
09013566,"Niti wire 0.018 inch,upper-preformed",แพค
09013567,Brass wire,กล่อง
09013565,Optiband for orthodontic,กล่อง
09003315,Periocline 2% Minocycline-HCI Periodontal ointmen,กล่อง
09014325,Carbide round long shank bur .014 HP,กล่อง
09014326,Carbide round long shank bur .016 HP,กล่อง
09014327,Carbide round long shank bur .018 HP,กล่อง
09014476,Carbide taper long shank bur .014 HP,กล่อง
09014477,Carbide taper  long shank bur .016 HP,กล่อง
09014478,Carbide taper long shank bur .018 HP,กล่อง
09014422,Steel round bur .010  (Latch),กล่อง
09014361,Diamond round bur .010 FG,กล่อง
09014362,Diamond round bur .012 FG,กล่อง
09014363,Diamond round bur .014 FG,กล่อง
09014721,หัว Composhanpe No.4255L,ตัว
09014722,หัว Composhanpe No.4205L คาดแดง (Latch),ตัว
09014723,หัว Composhanpe No.5205L คาดเหลือง (Latch,ตัว
09011274,Hex Driver (short),ตัว
09011275,Hex Torque (short),ตัว
09011276,Loctor Tool,ตัว
09001071,Composite resin LC Flowable สี A2,หลอด
09001072,Composite resin LC  Flowable สี A3,หลอด
09002497,Gutta percha protaper universal  F2,กล่อง
09002498,Gutta percha protaper universal  F3,กล่อง
09002499,Gutta percha protaper universal  F4,กล่อง
09013569,Dead soft Respond Arch wire 0.0150,หลอด
09013570,Dead soft Respond Arch wire 0.0175,หลอด
09003316,Omepazole 20 mg,เม็ด
09008166,Acrylic resin (Heat-cure)-ผงสี 4L,ขวด
09006455,EVE SET HP 321 DIASYNT PLUS/DIACERA,ชุด
09006456,EVE SET RA 322 DIASYNT PLUS/DIACERA,ชุด
09014724,Diamond round end taper bur FG 014,ตัว
09014725,Diamond round end taper bur FG 016,ตัว
09014726,Diamond round end taper bur FG 018,ตัว
09014727,Diamond round end taper bur FG 021,ตัว
09014728,Diamond round end taper bur FG 023,ตัว
09014717,หัวกรอฟันแบบชุด JT-KT 1918 KIT KhonKaen,ชุด
09014729,JT-DIFG801/014 DIAMOND BUR FG801/014,ตัว
09014730,JT-DIFG830EF/018 DIAMOND BUR FG830EF/018,ตัว
09014731,JT-DIFG830EF/021 DIAMOND BUR FG830EF/021,ตัว
09014732,JT-DIFG862EF/010 DIAMOND BUR FG862EF/010,ตัว
09014733,JT-DIFG850/016 DIAMOND BUR FG850/016,ตัว
09014734,JT-DIFG835/009 DIAMOND BUR FG835/009,ตัว
09001262,Aquasil Deca Mono,กล่อง
09001263,Aquasil LV Cart,กล่อง
09001264,Enhance Piont,กล่อง
09001265,Core X-Flow,ชุด
09013568,Wire Cutter,ตัว
09009358,Artery forceps ใหญ่,ตัว
09009359,Artery forceps กลาง,ตัว
09009360,Artery forceps เล็ก,ตัว
09001270,Tetric N-Flow สี604053AN,หลอด
09008031,Gingival retraction cord No 0,หลอด
09004206,น้ำยาไฮโดราเจนเพอร์ออกไซด์พลาสม่า,หลอด
09013571,ผงสีขาว Ortho DP white,ขวด
09011277,Probe for EPT,แพค/ห่อ
09006452,ที่รัดแขนสำหรับเครื่องวัดความดันโลหิต,ชุด
09014718,Carbide fissure long shank bur 012 HP,กล่อง
09014720,Carbide fissure long shank bur 023 HP,กล่อง
09006450,Ivoclean,ขวด
09004208,Eosin plus alcoholic solution,ขวด
09004209,Bio Marking Dyse 30 ml. blue,ขวด
09004210,Bio Marking Dyse 30 ml. green,ขวด
09004211,Bio Marking Dyse 30 ml. red,ขวด
09002426,UltraSeal XT plus,หลอด
